N,mayor_a_menor,menor_a_mayor,randomizada,kahan,referencia_N_sobre_N_mas_1,error_mayor_a_menor,error_menor_a_mayor,error_randomizada,error_kahan,semilla_barrido_aleatorio
550,0.9981851179673324,0.9981851179673321,0.9981851179673308,0.9981851179673321,0.9981851179673321,3.3367248358279704e-16,0.0,1.3346899343311882e-15,0.0,20260912
560,0.9982174688057044,0.9982174688057041,0.9982174688057031,0.9982174688057041,0.9982174688057041,3.336616697221676e-16,0.0,1.0009850091665028e-15,0.0,20260912
570,0.9982486865148863,0.9982486865148861,0.998248686514886,0.9982486865148862,0.9982486865148862,1.1121707843174814e-16,1.1121707843174814e-16,2.224341568634963e-16,0.0,20260912
580,0.9982788296041308,0.9982788296041307,0.9982788296041305,0.9982788296041308,0.9982788296041308,0.0,1.1121372022538205e-16,3.3364116067614616e-16,0.0,20260912
590,0.9983079526226735,0.9983079526226734,0.9983079526226738,0.9983079526226735,0.9983079526226735,0.0,1.112104758565199e-16,3.3363142756955973e-16,0.0,20260912
600,0.9983361064891848,0.9983361064891847,0.9983361064891846,0.9983361064891847,0.9983361064891847,1.1120733963328652e-16,0.0,1.1120733963328652e-16,0.0,20260912
610,0.998363338788871,0.9983633387888706,0.9983633387888702,0.9983633387888707,0.9983633387888707,2.2240861247408873e-16,1.1120430623704437e-16,5.560215311852218e-16,0.0,20260912
620,0.9983896940418681,0.998389694041868,0.9983896940418674,0.998389694041868,0.998389694041868,1.1120137069229391e-16,0.0,5.560068534614695e-16,0.0,20260912
630,0.9984152139461174,0.9984152139461172,0.9984152139461174,0.9984152139461172,0.9984152139461173,1.1119852833944028e-16,1.1119852833944028e-16,1.1119852833944028e-16,1.1119852833944028e-16,20260912
640,0.9984399375975038,0.9984399375975038,0.9984399375975038,0.9984399375975039,0.9984399375975039,1.1119577481011332e-16,1.1119577481011332e-16,1.1119577481011332e-16,0.0,20260912
650,0.9984639016897081,0.9984639016897081,0.9984639016897077,0.9984639016897081,0.9984639016897081,0.0,0.0,4.447724240190627e-16,0.0,20260912
660,0.9984871406959155,0.9984871406959153,0.9984871406959154,0.9984871406959153,0.9984871406959153,2.223810361446147e-16,0.0,1.1119051807230734e-16,0.0,20260912
670,0.9985096870342774,0.9985096870342771,0.9985096870342771,0.9985096870342772,0.9985096870342772,2.223760147831284e-16,1.111880073915642e-16,1.111880073915642e-16,0.0,20260912
