N,mayor_a_menor,menor_a_mayor,randomizada,kahan,referencia_N_sobre_N_mas_1,error_mayor_a_menor,error_menor_a_mayor,error_randomizada,error_kahan,semilla_barrido_aleatorio
160000,0.9999937500390716,0.9999937500390622,0.9999937500390675,0.9999937500390622,0.9999937500390622,9.436954689912015e-15,0.0,5.3291038248914905e-15,0.0,20260913
161000,0.9999937888584635,0.9999937888584542,0.9999937888584628,0.9999937888584542,0.9999937888584542,9.214908339488827e-15,0.0,8.548770387236623e-15,0.0,20260913
162000,0.9999938271986065,0.9999938271985975,0.999993827198605,0.9999938271985975,0.9999938271985975,8.992862010615e-15,0.0,7.438540181619814e-15,0.0,20260913
163000,0.9999938650683219,0.9999938650683124,0.9999938650683073,0.9999938650683124,0.9999938650683124,9.436953604379531e-15,0.0,5.107057244723041e-15,0.0,20260913
164000,0.9999939024762134,0.9999939024762043,0.9999939024762123,0.9999939024762045,0.9999939024762045,8.99286133364974e-15,1.1102297942777456e-16,7.882631539371994e-15,0.0,20260913
165000,0.9999939394306788,0.99999393943067,0.9999939394306802,0.99999393943067,0.9999939394306702,8.659792075346475e-15,1.1102297532495482e-16,9.992067779245933e-15,1.1102297532495482e-16,20260913
166000,0.9999939759399097,0.9999939759399039,0.9999939759399091,0.9999939759399039,0.999993975939904,5.662171534849898e-15,1.1102297127156663e-16,5.107056678492065e-15,1.1102297127156663e-16,20260913
167000,0.9999940120119095,0.9999940120119041,0.9999940120119023,0.9999940120119041,0.9999940120119041,5.4401253960693794e-15,0.0,1.7763674762675525e-15,0.0,20260913
168000,0.9999940476544839,0.9999940476544782,0.9999940476544658,0.9999940476544782,0.9999940476544783,5.5511481654777056e-15,1.1102296330955412e-16,1.2545594853979614e-14,1.1102296330955412e-16,20260913
169000,0.9999940828752548,0.9999940828752492,0.9999940828752535,0.9999940828752493,0.9999940828752493,5.5511479699608305e-15,1.110229593992166e-16,4.2188724571702315e-15,0.0,20260913
170000,0.9999941176816666,0.9999941176816607,0.9999941176816732,0.9999941176816607,0.9999941176816607,5.8842166433488035e-15,0.0,1.2545593975441789e-14,0.0,20260913
171000,0.9999941520809877,0.999994152080982,0.9999941520809909,0.999994152080982,0.999994152080982,5.773193489218814e-15,0.0,8.881836137259715e-15,0.0,20260913
172000,0.9999941860803202,0.9999941860803134,0.9999941860803137,0.9999941860803134,0.9999941860803135,6.6613768764611005e-15,1.1102294794101835e-16,1.1102294794101835e-16,1.1102294794101835e-16,20260913
173000,0.999994219686597,0.9999942196865914,0.9999942196865997,0.9999942196865914,0.9999942196865914,5.5511472104964365e-15,0.0,8.326720815744655e-15,0.0,20260913
174000,0.9999942529065983,0.9999942529065925,0.9999942529065831,0.9999942529065925,0.9999942529065925,5.773192907129711e-15,0.0,9.436949944346643e-15,0.0,20260913
175000,0.9999942857469443,0.9999942857469385,0.9999942857469373,0.9999942857469386,0.9999942857469386,5.662169780659302e-15,1.1102293687567257e-16,1.332275242508071e-15,0.0,20260913
176000,0.999994318214107,0.999994318214101,0.9999943182141068,0.999994318214101,0.999994318214101,5.995238396636828e-15,0.0,5.773192530094724e-15,0.0,20260913
177000,0.9999943503144108,0.999994350314405,0.9999943503144217,0.999994350314405,0.999994350314405,5.773192344772442e-15,0.0,1.6764462385781512e-14,0.0,20260913
178000,0.9999943820540395,0.9999943820540333,0.9999943820540415,0.9999943820540333,0.9999943820540335,5.995238013899064e-15,1.11022926183316e-16,7.993650685198753e-15,1.11022926183316e-16,20260913
179000,0.9999944134390367,0.9999944134390311,0.999994413439044,0.9999944134390311,0.9999944134390311,5.662169057640955e-15,0.0,1.2989681955764545e-14,0.0,20260913
180000,0.9999944444753142,0.9999944444753084,0.9999944444753034,0.9999944444753085,0.9999944444753085,5.662168881907329e-15,1.110229192530849e-16,5.107054285641905e-15,0.0,20260913
181000,0.9999944751686509,0.9999944751686455,0.9999944751686519,0.9999944751686455,0.9999944751686455,5.440122876424707e-15,0.0,6.4393291190333265e-15,0.0,20260913
182000,0.9999945055247029,0.9999945055246948,0.9999945055247043,0.9999945055246949,0.9999945055246949,7.993649698211992e-15,1.1102291247516656e-16,9.32592464791399e-15,0.0,20260913
183000,0.9999945355489934,0.999994535548986,0.9999945355489893,0.9999945355489861,0.9999945355489861,7.32751200335643e-15,1.1102290914176407e-16,3.2196643651111583e-15,0.0,20260913
184000,0.9999945652469356,0.999994565246928,0.9999945652469254,0.999994565246928,0.999994565246928,7.660580503277004e-15,0.0,2.553526834425668e-15,0.0,20260913
185000,0.99999459462382,0.9999945946238128,0.9999945946238098,0.9999945946238128,0.9999945946238128,7.216488667899518e-15,0.0,2.997618369742877e-15,0.0,20260913
186000,0.999994623684826,0.9999946236848188,0.9999946236848196,0.9999946236848188,0.999994623684819,6.994442659466739e-15,1.110228993566149e-16,6.661373961396894e-16,1.110228993566149e-16,20260913
187000,0.9999946524350206,0.9999946524350136,0.9999946524350098,0.9999946524350137,0.9999946524350137,6.883419562209407e-15,1.1102289616466785e-16,3.885801365763375e-15,0.0,20260913
188000,0.9999946808793642,0.999994680879357,0.9999946808793592,0.9999946808793571,0.9999946808793571,7.105465152427372e-15,1.110228930066777e-16,2.109434967126876e-15,0.0,20260913
189000,0.9999947090227111,0.9999947090227035,0.9999947090226979,0.9999947090227036,0.9999947090227036,7.549556511983167e-15,1.110228898821054e-16,5.6621673839873755e-15,0.0,20260913
190000,0.999994736869813,0.9999947368698059,0.999994736869802,0.9999947368698059,0.999994736869806,6.994441867796671e-15,1.1102288679042334e-16,3.9968239244552405e-15,1.1102288679042334e-16,20260913
191000,0.9999947644253238,0.9999947644253171,0.9999947644253288,0.9999947644253171,0.9999947644253171,6.661373023866897e-15,0.0,1.1657402791767069e-14,0.0,20260913
192000,0.9999947916938002,0.9999947916937932,0.9999947916937928,0.9999947916937932,0.9999947916937932,6.994441484331482e-15,0.0,4.440915228146972e-16,0.0,20260913
193000,0.9999948186797025,0.9999948186796959,0.9999948186796939,0.999994818679696,0.999994818679696,6.550349784748762e-15,1.1102287770760613e-16,2.1094346764445163e-15,0.0,20260913
194000,0.9999948453874004,0.9999948453873949,0.9999948453873969,0.9999948453873949,0.9999948453873949,5.440120862378837e-15,0.0,1.9984117453636548e-15,0.0,20260913
195000,0.9999948718211763,0.9999948718211701,0.999994871821185,0.9999948718211701,0.9999948718211702,6.1062579494211066e-15,1.1102287180765648e-16,1.4766041950418312e-14,1.1102287180765648e-16,20260913
196000,0.9999948979852201,0.9999948979852143,0.9999948979852059,0.9999948979852143,0.9999948979852143,5.773189182947386e-15,0.0,8.43773803661541e-15,0.0,20260913
197000,0.9999949238836408,0.9999949238836351,0.9999949238836343,0.9999949238836351,0.9999949238836351,5.662166167402642e-15,0.0,7.771600621925195e-16,0.0,20260913
198000,0.9999949495204625,0.9999949495204569,0.9999949495204572,0.999994949520457,0.999994949520457,5.551143159060748e-15,1.1102286318121495e-16,2.220457263624299e-16,0.0,20260913
199000,0.9999949748996291,0.9999949748996235,0.9999949748996291,0.9999949748996236,0.9999949748996236,5.4401201578131195e-15,1.1102286036353304e-16,5.4401201578131195e-15,0.0,20260913
200000,0.9999950000250052,0.9999950000249999,0.9999950000249925,0.9999950000249999,0.9999950000249999,5.329097163553342e-15,0.0,7.327508599885846e-15,0.0,20260913
201000,0.9999950249003801,0.9999950249003736,0.9999950249003817,0.9999950249003736,0.9999950249003736,6.43932557911219e-15,0.0,8.104668401296378e-15,0.0,20260913
202000,0.9999950495294643,0.9999950495294577,0.9999950495294639,0.9999950495294577,0.9999950495294577,6.550348272594589e-15,0.0,6.217279716360966e-15,0.0,20260913
203000,0.9999950739158981,0.999995073915892,0.9999950739158984,0.999995073915892,0.999995073915892,6.106256715372526e-15,0.0,6.328302414113345e-15,0.0,20260913
204000,0.9999950980632507,0.9999950980632447,0.9999950980632396,0.9999950980632448,0.9999950980632448,5.884210874542891e-15,1.110228466894885e-16,5.2180737944059595e-15,0.0,20260913
205000,0.9999951219750207,0.9999951219750147,0.9999951219750128,0.9999951219750147,0.9999951219750147,5.995233577875031e-15,0.0,1.8873883485902874e-15,0.0,20260913
206000,0.9999951456546389,0.9999951456546327,0.9999951456546353,0.9999951456546328,0.9999951456546328,6.106256277315232e-15,1.1102284140573148e-16,2.5535253523318243e-15,0.0,20260913
207000,0.9999951691054693,0.9999951691054633,0.9999951691054687,0.9999951691054633,0.9999951691054633,5.995233295315618e-15,0.0,5.440119101304913e-15,0.0,20260913
208000,0.9999951923308151,0.999995192330806,0.9999951923308145,0.9999951923308061,0.9999951923308061,8.9928497341104e-15,1.1102283622358517e-16,8.326712716768888e-15,0.0,20260913
209000,0.9999952153339117,0.9999952153338979,0.9999952153339029,0.9999952153338979,0.9999952153338979,1.3766831375043355e-14,0.0,4.9960275151367014e-15,0.0,20260913
210000,0.9999952381179276,0.9999952381179137,0.9999952381179247,0.9999952381179137,0.9999952381179137,1.3877853892518304e-14,0.0,1.0991260282874497e-14,0.0,20260913
211000,0.9999952606859824,0.9999952606859682,0.9999952606859686,0.9999952606859683,0.9999952606859683,1.4099899236589785e-14,1.1102282863456523e-16,2.2204565726913046e-16,0.0,20260913
212000,0.9999952830411318,0.9999952830411177,0.9999952830411185,0.9999952830411177,0.9999952830411177,1.4099898921382945e-14,0.0,7.771597830683512e-16,0.0,20260913
213000,0.9999953051863749,0.9999953051863606,0.999995305186367,0.9999953051863606,0.9999953051863606,1.4321944256523758e-14,0.0,6.4393237742509916e-15,0.0,20260913
214000,0.9999953271246537,0.9999953271246396,0.9999953271246607,0.9999953271246396,0.9999953271246396,1.4099898299806838e-14,0.0,2.1094336039081097e-14,0.0,20260913
215000,0.9999953488588565,0.9999953488588424,0.9999953488588614,0.9999953488588424,0.9999953488588426,1.3988875174510044e-14,1.110228188453178e-16,1.8873879203704025e-14,1.110228188453178e-16,20260913
216000,0.9999953703918184,0.9999953703918036,0.9999953703918077,0.9999953703918038,0.9999953703918038,1.4655011772014682e-14,1.1102281645465669e-16,3.9968213923676405e-15,0.0,20260913
217000,0.9999953917263206,0.9999953917263054,0.9999953917263212,0.9999953917263054,0.9999953917263054,1.5210125529786017e-14,0.0,1.5876262414302192e-14,0.0,20260913
218000,0.9999954128650949,0.9999954128650785,0.9999954128650835,0.9999954128650785,0.9999954128650786,1.6209330513913337e-14,1.1102281173913245e-16,4.8850037165218275e-15,1.1102281173913245e-16,20260913
219000,0.9999954338108203,0.9999954338108045,0.9999954338108176,0.9999954338108045,0.9999954338108045,1.587626174615459e-14,0.0,1.3100691510812878e-14,0.0,20260913
220000,0.9999954545661311,0.9999954545661156,0.9999954545661318,0.9999954545661156,0.9999954545661156,1.5543192995308305e-14,0.0,1.6209329837964375e-14,0.0,20260913
221000,0.9999954751336118,0.9999954751335967,0.9999954751336037,0.9999954751335967,0.9999954751335967,1.509910145631903e-14,0.0,6.994436704030139e-15,0.0,20260913
222000,0.9999954955158028,0.9999954955157859,0.9999954955157904,0.9999954955157859,0.9999954955157859,1.6875465989572536e-14,0.0,4.440912102519088e-15,0.0,20260913
223000,0.9999955157151932,0.9999955157151761,0.999995515715178,0.9999955157151762,0.9999955157151762,1.6986488449017258e-14,1.1102280032037423e-16,1.7763648051259877e-15,0.0,20260913
224000,0.9999955357342328,0.9999955357342154,0.9999955357342277,0.9999955357342155,0.9999955357342155,1.731955650325594e-14,1.110227980977945e-16,1.2212507790757395e-14,0.0,20260913
225000,0.9999955555753265,0.9999955555753085,0.9999955555753235,0.9999955555753085,0.9999955555753085,1.798569293498531e-14,0.0,1.4988077445821093e-14,0.0,20260913
226000,0.9999955752408357,0.9999955752408175,0.999995575240821,0.9999955752408175,0.9999955752408175,1.8207738168709222e-14,0.0,3.5527293987725314e-15,0.0,20260913
227000,0.9999955947330811,0.9999955947330628,0.999995594733058,0.9999955947330629,0.9999955947330629,1.820773781379796e-14,1.1102279154754851e-16,4.885002828092135e-15,0.0,20260913
228000,0.9999956140543426,0.9999956140543242,0.9999956140543308,0.9999956140543244,0.9999956140543244,1.820773746199995e-14,1.1102278940243872e-16,6.439321785341446e-15,0.0,20260913
229000,0.9999956332068606,0.9999956332068418,0.9999956332068533,0.9999956332068419,0.9999956332068419,1.865182826237867e-14,1.110227872760635e-16,1.132432430215848e-14,0.0,20260913
230000,0.9999956521928356,0.9999956521928165,0.9999956521928358,0.9999956521928165,0.9999956521928165,1.909591904892671e-14,0.0,1.9317964619263065e-14,0.0,20260913
231000,0.9999956710144304,0.9999956710144111,0.99999567101442,0.9999956710144112,0.9999956710144112,1.920694147258805e-14,1.1102278307854363e-16,8.770799863204946e-15,0.0,20260913
232000,0.9999956896737704,0.9999956896737514,0.999995689673761,0.9999956896737514,0.9999956896737514,1.8984895552183803e-14,0.0,9.547959166595362e-15,0.0,20260913
233000,0.9999957081729457,0.9999957081729263,0.9999957081729339,0.9999957081729263,0.9999957081729263,1.942898631678973e-14,0.0,7.660571747762808e-15,0.0,20260913
234000,0.9999957265140088,0.9999957265139892,0.999995726513986,0.9999957265139893,0.9999957265139893,1.9540008737356744e-14,1.110227769167997e-16,3.219660530587191e-15,0.0,20260913
235000,0.9999957446989787,0.9999957446989587,0.9999957446989599,0.9999957446989587,0.9999957446989587,1.9984099481612152e-14,0.0,1.2212505238762982e-15,0.0,20260913
236000,0.9999957627298391,0.9999957627298189,0.9999957627298351,0.9999957627298189,0.9999957627298189,2.0206144667072122e-14,0.0,1.6209324842816097e-14,0.0,20260913
237000,0.9999957806085408,0.9999957806085206,0.9999957806085398,0.9999957806085207,0.9999957806085207,2.0095121534899915e-14,1.1102277091104924e-16,1.909591659670047e-14,0.0,20260913
238000,0.9999957983370025,0.9999957983369817,0.9999957983369978,0.9999957983369817,0.9999957983369818,2.0650235023356727e-14,1.110227689427781e-16,1.5987278727760044e-14,1.110227689427781e-16,20260913
239000,0.999995815917109,0.9999958159170882,0.9999958159171137,0.9999958159170882,0.9999958159170882,2.0761257427312856e-14,0.0,2.5535236407924903e-14,0.0,20260913
240000,0.9999958333507147,0.9999958333506943,0.999995833350717,0.9999958333506943,0.9999958333506944,2.031716600514599e-14,1.1102276505544257e-16,2.2537621306254844e-14,1.1102276505544257e-16,20260913
241000,0.9999958506396441,0.9999958506396238,0.9999958506396259,0.9999958506396239,0.9999958506396239,2.0206142890746513e-14,1.1102276313596985e-16,1.9984097364474573e-15,0.0,20260913
242000,0.9999958677856907,0.9999958677856703,0.9999958677856581,0.9999958677856703,0.9999958677856703,2.042818806675434e-14,0.0,1.221250373555966e-14,0.0,20260913
243000,0.9999958847906181,0.9999958847905975,0.9999958847906198,0.9999958847905975,0.9999958847905975,2.0539210478717476e-14,0.0,2.2315574628228177e-14,0.0,20260913
244000,0.9999959016561607,0.9999959016561407,0.9999959016561515,0.9999959016561407,0.9999959016561407,1.9984096344951356e-14,0.0,1.0769207474779342e-14,0.0,20260913
245000,0.9999959183840267,0.9999959183840066,0.9999959183840016,0.9999959183840066,0.9999959183840066,2.009511876627348e-14,0.0,4.996024002664677e-15,0.0,20260913
246000,0.999995934975894,0.999995934975874,0.9999959349758981,0.999995934975874,0.9999959349758741,1.98730729253112e-14,1.1102275377268826e-16,2.3980914814900663e-14,1.1102275377268826e-16,20260913
247000,0.9999959514334166,0.9999959514333949,0.9999959514333869,0.999995951433395,0.999995951433395,2.1538413877431185e-14,1.1102275194552158e-16,8.104660892023075e-15,0.0,20260913
248000,0.9999959677582159,0.9999959677581944,0.9999959677582039,0.9999959677581945,0.9999959677581945,2.13163680255533e-14,1.110227501330901e-16,9.325911011179569e-15,0.0,20260913
249000,0.9999959839518933,0.9999959839518716,0.9999959839518688,0.9999959839518716,0.9999959839518717,2.1538413177031962e-14,1.110227483352163e-16,2.8865914567156237e-15,1.110227483352163e-16,20260913
250000,0.9999960000160217,0.9999960000159999,0.9999960000160075,0.999996000016,0.999996000016,2.1760458324138197e-14,1.110227465517255e-16,7.549546765517334e-15,0.0,20260913
251000,0.9999960159521504,0.9999960159521276,0.9999960159521485,0.9999960159521276,0.9999960159521277,2.264863993561894e-14,1.1102274478244577e-16,2.076125327431736e-14,1.1102274478244577e-16,20260913
252000,0.9999960317618012,0.9999960317617786,0.999996031761766,0.9999960317617788,0.9999960317617788,2.2426594091496007e-14,1.1102274302720797e-16,1.2767615448128916e-14,0.0,20260913
253000,0.9999960474464757,0.9999960474464528,0.999996047446447,0.9999960474464528,0.9999960474464528,2.2981707446170027e-14,0.0,5.773182546863969e-15,0.0,20260913
254000,0.9999960630076495,0.9999960630076259,0.9999960630076371,0.9999960630076259,0.999996063007626,2.3536820786337262e-14,1.1102273955819463e-16,1.1102273955819464e-14,1.1102273955819463e-16,20260913
255000,0.9999960784467751,0.9999960784467511,0.9999960784467504,0.9999960784467512,0.9999960784467512,2.3869888636480195e-14,1.1102273784409393e-16,7.771591649086575e-16,0.0,20260913
256000,0.9999960937652826,0.9999960937652587,0.9999960937652601,0.9999960937652587,0.9999960937652588,2.3869888270827698e-14,1.1102273614338464e-16,1.3322728337206157e-15,1.1102273614338464e-16,20260913
257000,0.9999961089645806,0.9999961089645565,0.9999961089645809,0.9999961089645566,0.9999961089645566,2.3980910642476657e-14,1.1102273445591043e-16,2.431397884584439e-14,0.0,20260913
258000,0.9999961240460551,0.9999961240460308,0.999996124046029,0.9999961240460308,0.9999961240460308,2.431397847915232e-14,0.0,1.776363724504279e-15,0.0,20260913
259000,0.9999961390110704,0.9999961390110462,0.9999961390110474,0.9999961390110462,0.9999961390110463,2.4091932653051742e-14,1.110227311200541e-16,1.1102273112005412e-15,1.110227311200541e-16,20260913
260000,0.9999961538609707,0.9999961538609466,0.9999961538609459,0.9999961538609466,0.9999961538609466,2.409193229528757e-14,0.0,7.77159106299599e-16,0.0,20260913
261000,0.999996168597079,0.9999961685970551,0.9999961685970843,0.9999961685970552,0.9999961685970552,2.3758863756758912e-14,1.1102272783532202e-16,2.908795469285437e-14,0.0,20260913
262000,0.9999961832207012,0.9999961832206746,0.9999961832207053,0.9999961832206747,0.9999961832206747,2.6423408838399282e-14,1.110227262117617e-16,3.053124970823447e-14,0.0,20260913
263000,0.9999961977331319,0.9999961977330885,0.9999961977331209,0.9999961977330885,0.9999961977330885,4.34098853188142e-14,0.0,3.2418635583359965e-14,0.0,20260913
264000,0.9999962121356039,0.99999621213556,0.9999962121355755,0.9999962121355601,0.9999962121355601,4.374295286260681e-14,1.1102272300154014e-16,1.5432158497214078e-14,0.0,20260913
265000,0.9999962264293777,0.9999962264293342,0.9999962264293568,0.9999962264293342,0.9999962264293343,4.340988407310876e-14,1.1102272141460042e-16,2.2537612447163884e-14,1.1102272141460042e-16,20260913
266000,0.9999962406156808,0.9999962406156367,0.9999962406156615,0.9999962406156367,0.9999962406156367,4.4076019776318254e-14,0.0,2.4758066524229147e-14,0.0,20260913
267000,0.9999962546957192,0.9999962546956752,0.9999962546957012,0.9999962546956753,0.9999962546956753,4.385397371917111e-14,1.1102271827638256e-16,2.5868293358397135e-14,0.0,20260913
268000,0.9999962686706834,0.9999962686706393,0.9999962686706562,0.9999962686706393,0.9999962686706393,4.407601853976079e-14,0.0,1.6875452942175418e-14,0.0,20260913
269000,0.9999962825417448,0.9999962825417006,0.9999962825416944,0.9999962825417006,0.9999962825417006,4.4187040643562195e-14,0.0,6.21727205035046e-15,0.0,20260913
270000,0.9999962963100576,0.9999962963100136,0.9999962963100497,0.9999962963100136,0.9999962963100136,4.3964994607866476e-14,0.0,3.6082381938274256e-14,0.0,20260913
271000,0.9999963099767607,0.999996309976716,0.9999963099767527,0.999996309976716,0.999996309976716,4.474215299198013e-14,0.0,3.6748517717978714e-14,0.0,20260913
272000,0.9999963235429731,0.9999963235429281,0.999996323542976,0.9999963235429281,0.9999963235429281,4.4964197806261845e-14,0.0,4.7850788282713223e-14,0.0,20260913
273000,0.9999963370097994,0.9999963370097545,0.9999963370097711,0.9999963370097545,0.9999963370097545,4.4853174491596964e-14,0.0,1.654238366150482e-14,0.0,20260913
274000,0.9999963503783282,0.9999963503782833,0.9999963503783046,0.9999963503782833,0.9999963503782833,4.496419659962722e-14,0.0,2.1316359869452908e-14,0.0,20260913
275000,0.9999963636496313,0.9999963636495867,0.9999963636495962,0.9999963636495867,0.9999963636495868,4.452010517817164e-14,1.1102270617997916e-16,9.436930025298227e-15,1.1102270617997916e-16,20260913
276000,0.9999963768247669,0.9999963768247216,0.9999963768247543,0.9999963768247216,0.9999963768247216,4.529726352463177e-14,0.0,3.264067518686701e-14,0.0,20260913
277000,0.999996389904775,0.9999963899047295,0.9999963899047467,0.9999963899047296,0.9999963899047296,4.5408285635406114e-14,1.1102270326505161e-16,1.709749630281795e-14,0.0,20260913
278000,0.9999964028906823,0.9999964028906371,0.9999964028906632,0.9999964028906371,0.9999964028906371,4.518623964208956e-14,0.0,2.609033492847923e-14,0.0,20260913
279000,0.9999964157835015,0.9999964157834559,0.9999964157834648,0.999996415783456,0.999996415783456,4.5519307160685214e-14,1.1102270039191515e-16,8.770793330961297e-15,0.0,20260913
280000,0.9999964285842295,0.9999964285841836,0.9999964285841813,0.9999964285841836,0.9999964285841836,4.596339737388584e-14,0.0,2.3314766783855137e-15,0.0,20260913
281000,0.9999964412938492,0.9999964412938032,0.9999964412938414,0.9999964412938032,0.9999964412938033,4.596339678970646e-14,1.1102269755967744e-16,3.808078526296936e-14,1.1102269755967744e-16,20260913
282000,0.9999964539133301,0.999996453913284,0.9999964539133364,0.999996453913284,0.999996453913284,4.6185441601987453e-14,0.0,5.2402712586870376e-14,0.0,20260913
283000,0.9999964664436269,0.9999964664435814,0.999996466443627,0.9999964664435814,0.9999964664435814,4.5519304854663255e-14,0.0,4.563032754943073e-14,0.0,20260913
284000,0.9999964788856833,0.9999964788856377,0.9999964788856516,0.9999964788856377,0.9999964788856377,4.5630326981693626e-14,0.0,1.3877836673264484e-14,0.0,20260913
285000,0.9999964912404271,0.9999964912403816,0.9999964912403808,0.9999964912403816,0.9999964912403816,4.551930372592619e-14,0.0,7.771588441011789e-16,0.0,20260913
286000,0.9999965035087742,0.9999965035087289,0.9999965035087663,0.9999965035087289,0.999996503508729,4.518623509552045e-14,1.110226906523844e-16,3.730362405920116e-14,1.110226906523844e-16,20260913
287000,0.9999965156916285,0.9999965156915829,0.9999965156915848,0.999996515691583,0.999996515691583,4.551930261292065e-14,1.1102268929980646e-16,1.7763630287969033e-15,0.0,20260913
288000,0.9999965277898792,0.999996527789834,0.9999965277898281,0.999996527789834,0.999996527789834,4.5186233998344923e-14,0.0,5.995225149657557e-15,0.0,20260913
289000,0.9999965398044076,0.9999965398043605,0.9999965398043985,0.9999965398043605,0.9999965398043605,4.707361912803828e-14,0.0,3.796975882497427e-14,0.0,20260913
290000,0.9999965517360755,0.9999965517360284,0.9999965517360457,0.9999965517360285,0.9999965517360285,4.69625958810715e-14,1.1102268529804137e-16,1.7208516221196414e-14,0.0,20260913
291000,0.999996563585739,0.9999965635856921,0.9999965635857011,0.9999965635856921,0.9999965635856921,4.6851572640596175e-14,0.0,8.992837402578887e-15,0.0,20260913
292000,0.9999965753542402,0.999996575354194,0.999996575354244,0.999996575354194,0.999996575354194,4.629645867584207e-14,0.0,5.0071229886821994e-14,0.0,20260913
293000,0.9999965870424112,0.999996587042365,0.9999965870423742,0.999996587042365,0.999996587042365,4.618543545334107e-14,0.0,9.103859873014344e-15,0.0,20260913
294000,0.9999965986510714,0.999996598651025,0.9999965986510404,0.999996598651025,0.999996598651025,4.6407480277367016e-14,0.0,1.5432152532425876e-14,0.0,20260913
295000,0.9999966101810286,0.9999966101809824,0.999996610181,0.9999966101809824,0.9999966101809824,4.6185434384670323e-14,0.0,1.754158325186998e-14,0.0,20260913
296000,0.9999966216330811,0.9999966216330349,0.9999966216330537,0.999996621633035,0.999996621633035,4.6074411178212653e-14,1.110226775378618e-16,1.8651809826360785e-14,0.0,20260913
297000,0.9999966330080156,0.9999966330079696,0.9999966330079639,0.9999966330079697,0.9999966330079697,4.5852365301567506e-14,1.1102267627498186e-16,5.7731791662990565e-15,0.0,20260913
298000,0.9999966443066086,0.9999966443065627,0.9999966443065968,0.9999966443065628,0.9999966443065628,4.585236478349855e-14,1.110226750205776e-16,3.408396123131732e-14,0.0,20260913
299000,0.9999966555296259,0.9999966555295802,0.9999966555296156,0.9999966555295802,0.9999966555295802,4.574134159512038e-14,0.0,3.5416232934085924e-14,0.0,20260913
300000,0.9999966666778229,0.9999966666777776,0.9999966666777914,0.9999966666777778,0.9999966666777778,4.518622772250088e-14,1.110226725368572e-16,1.3655788722033435e-14,0.0,20260913
301000,0.9999966777519461,0.9999966777519012,0.9999966777519322,0.9999966777519012,0.9999966777519012,4.4964181879486606e-14,0.0,3.108634796606481e-14,0.0,20260913
302000,0.9999966887527311,0.9999966887526862,0.9999966887527241,0.9999966887526862,0.9999966887526862,4.485315871475763e-14,0.0,3.785873049933751e-14,0.0,20260913
303000,0.9999966996809038,0.9999966996808591,0.9999966996808755,0.9999966996808591,0.9999966996808591,4.463111288684743e-14,0.0,1.6320332324294957e-14,0.0,20260913
304000,0.9999967105371813,0.9999967105371363,0.9999967105371523,0.9999967105371363,0.9999967105371363,4.496418040532048e-14,0.0,1.5987264144113948e-14,0.0,20260913
305000,0.99999672132227,0.9999967213222252,0.9999967213222711,0.9999967213222252,0.9999967213222252,4.4853157253906146e-14,0.0,4.596338391860679e-14,0.0,20260913
306000,0.999996732036868,0.9999967320368234,0.9999967320368467,0.9999967320368234,0.9999967320368234,4.463111144276002e-14,0.0,2.3314759708904487e-14,0.0,20260913
307000,0.999996742681664,0.9999967426816199,0.9999967426816306,0.9999967426816199,0.99999674268162,4.4075997647175966e-14,1.1102266409868e-16,1.0658175753473283e-14,1.1102266409868e-16,20260913
308000,0.9999967532573385,0.9999967532572945,0.9999967532573297,0.9999967532572946,0.9999967532572946,4.385395185519197e-14,1.1102266292453663e-16,3.508316148415358e-14,0.0,20260913
309000,0.9999967637645626,0.9999967637645185,0.9999967637645168,0.9999967637645185,0.9999967637645185,4.4075996717923177e-14,0.0,1.6653399263698932e-15,0.0,20260913
310000,0.9999967742039985,0.9999967742039542,0.9999967742040026,0.9999967742039542,0.9999967742039542,4.429804157899111e-14,0.0,4.8405880021153194e-14,0.0,20260913
311000,0.9999967845762994,0.9999967845762553,0.9999967845762531,0.9999967845762554,0.9999967845762554,4.3964973141174766e-14,1.1102265944741104e-16,2.3314758483956318e-15,0.0,20260913
312000,0.9999967948821118,0.9999967948820676,0.9999967948820727,0.9999967948820677,0.9999967948820677,4.407599534638178e-14,1.1102265830322867e-16,4.99601962364529e-15,0.0,20260913
313000,0.9999968051220726,0.9999968051220283,0.9999968051220358,0.9999968051220284,0.9999968051220284,4.418701755221024e-14,1.1102265716635739e-16,7.438518030145945e-15,0.0,20260913
314000,0.9999968152968103,0.9999968152967665,0.9999968152967951,0.9999968152967665,0.9999968152967665,4.3742926478470564e-14,0.0,2.853282260143892e-14,0.0,20260913
315000,0.9999968254069472,0.9999968254069034,0.9999968254068976,0.9999968254069035,0.9999968254069035,4.3742926036222185e-14,1.110226549142695e-16,5.884200710456284e-15,0.0,20260913
316000,0.9999968354530959,0.9999968354530523,0.9999968354530513,0.9999968354530524,0.9999968354530524,4.3520880289175014e-14,1.1102265379891585e-16,1.1102265379891584e-15,0.0,20260913
317000,0.9999968454358622,0.9999968454358188,0.9999968454358211,0.9999968454358188,0.9999968454358188,4.340985720202426e-14,0.0,2.3314757065025818e-15,0.0,20260913
318000,0.9999968553558438,0.9999968553558007,0.9999968553557976,0.9999968553558007,0.9999968553558007,4.307678881663015e-14,0.0,3.108634244499083e-15,0.0,20260913
