N,mayor_a_menor,menor_a_mayor,randomizada,kahan,referencia_N_sobre_N_mas_1,error_mayor_a_menor,error_menor_a_mayor,error_randomizada,error_kahan,semilla_barrido_aleatorio
98000,0.9999897960225024,0.9999897960224895,0.9999897960224955,0.9999897960224896,0.9999897960224896,1.2767695064462598e-14,1.1102343534315301e-16,5.88424207318711e-15,0.0,20260913
99000,0.9999898990919415,0.9999898990919284,0.9999898990919366,0.9999898990919284,0.9999898990919284,1.3100764020189884e-14,0.0,8.215733368593655e-15,0.0,20260913
100000,0.9999900001000122,0.9999900000999989,0.9999900001000079,0.9999900000999989,0.999990000099999,1.3100762696893752e-14,1.1102341268554026e-16,8.881873014843222e-15,1.1102341268554026e-16,20260913
101000,0.999990099107943,0.9999900991079296,0.9999900991079302,0.9999900991079296,0.9999900991079296,1.3433831604881207e-14,0.0,6.661404101593987e-16,0.0,20260913
102000,0.999990196174561,0.9999901961745472,0.9999901961745636,0.9999901961745473,0.9999901961745473,1.3655877082724747e-14,1.1102339091646136e-16,1.632043846471982e-14,0.0,20260913
103000,0.9999902913564083,0.9999902913563945,0.9999902913563984,0.9999902913563946,0.9999902913563946,1.365587578292052e-14,1.1102338034894733e-16,3.774794931864209e-15,0.0,20260913
104000,0.9999903847078524,0.9999903847078393,0.9999903847078476,0.9999903847078393,0.9999903847078393,1.3100757658189257e-14,0.0,8.326752748849104e-15,0.0,20260913
105000,0.9999904762811906,0.9999904762811782,0.9999904762811822,0.9999904762811782,0.9999904762811783,1.2323592939773269e-14,1.1102335981777719e-16,3.885817593622202e-15,1.1102335981777719e-16,20260913
106000,0.9999905661267482,0.9999905661267346,0.9999905661267473,0.9999905661267346,0.9999905661267346,1.3544848680812763e-14,0.0,1.2656661882070943e-14,0.0,20260913
107000,0.9999906542929659,0.9999906542929505,0.9999906542929466,0.9999906542929505,0.9999906542929505,1.5321220927469587e-14,0.0,3.885816901894461e-15,0.0,20260913
108000,0.9999907408264906,0.9999907408264738,0.9999907408264865,0.9999907408264738,0.9999907408264739,1.6764522897466452e-14,1.1102333044679772e-16,1.2656659670934939e-14,1.1102333044679772e-16,20260913
109000,0.9999908257722596,0.9999908257722405,0.9999908257722432,0.9999908257722406,0.9999908257722406,1.8984987893693123e-14,1.1102332101574925e-16,2.5535363833622328e-15,0.0,20260913
110000,0.999990909173572,0.9999909091735529,0.9999909091735472,0.9999909091735529,0.9999909091735529,1.9096009622061998e-14,0.0,5.773212211321069e-15,0.0,20260913
111000,0.9999909910721709,0.9999909910721525,0.99999099107217,0.9999909910721525,0.9999909910721525,1.8429868242130832e-14,0.0,1.7541681820823322e-14,0.0,20260913
112000,0.9999910715083071,0.99999107150829,0.9999910715082941,0.9999910715082901,0.9999910715082901,1.6986563941160224e-14,1.1102329373307334e-16,3.99683857439064e-15,0.0,20260913
113000,0.9999911505208074,0.9999911505207918,0.9999911505208086,0.9999911505207918,0.9999911505207919,1.5543259894507454e-14,1.1102328496076753e-16,1.665349274411513e-14,1.1102328496076753e-16,20260913
114000,0.9999912281471371,0.9999912281471215,0.9999912281471341,0.9999912281471215,0.9999912281471215,1.5654281964273017e-14,0.0,1.2656653503029248e-14,0.0,20260913
115000,0.9999913044234552,0.9999913044234398,0.9999913044234584,0.9999913044234398,0.9999913044234398,1.5432234234463956e-14,0.0,1.8651909002805358e-14,0.0,20260913
116000,0.9999913793846767,0.9999913793846604,0.9999913793846648,0.9999913793846604,0.9999913793846604,1.6320419154045508e-14,0.0,4.32990712250187e-15,0.0,20260913
117000,0.9999914530645201,0.9999914530645037,0.9999914530645201,0.9999914530645037,0.9999914530645038,1.6320417951549306e-14,1.110232513710837e-16,1.6320417951549306e-14,1.110232513710837e-16,20260913
118000,0.9999915254955613,0.9999915254955466,0.9999915254955515,0.9999915254955466,0.9999915254955466,1.465506811949211e-14,0.0,4.88502270649737e-15,0.0,20260913
119000,0.9999915967092857,0.9999915967092713,0.9999915967092815,0.9999915967092713,0.9999915967092714,1.432199736957223e-14,1.1102323542304055e-16,1.010311442349669e-14,1.1102323542304055e-16,20260913
120000,0.9999916667361245,0.9999916667361105,0.9999916667361143,0.9999916667361105,0.9999916667361105,1.3988926683694559e-14,0.0,3.7747897400445635e-15,0.0,20260913
121000,0.9999917356055047,0.9999917356054908,0.9999917356054977,0.9999917356054908,0.9999917356054908,1.3877902500275679e-14,0.0,6.883439640136737e-15,0.0,20260913
122000,0.9999918033458866,0.9999918033458741,0.9999918033458842,0.9999918033458742,0.9999918033458742,1.2323576585434101e-14,1.110232124813883e-16,9.992089123324947e-15,0.0,20260913
123000,0.9999918699848095,0.9999918699847968,0.9999918699847898,0.9999918699847968,0.9999918699847968,1.265664537944614e-14,0.0,6.994461920220236e-15,0.0,20260913
124000,0.9999919355489191,0.9999919355489069,0.9999919355489134,0.9999919355489069,0.9999919355489069,1.22125517584031e-14,0.0,6.550368670416208e-15,0.0,20260913
125000,0.9999920000640125,0.9999920000639995,0.999992000064011,0.9999920000639995,0.9999920000639995,1.2989713304989436e-14,0.0,1.1546411826657277e-14,0.0,20260913
126000,0.9999920635550646,0.9999920635550511,0.9999920635550675,0.9999920635550511,0.9999920635550511,1.3544828398211834e-14,0.0,1.643143117160124e-14,0.0,20260913
127000,0.999992126046263,0.9999921260462515,0.999992126046238,0.9999921260462515,0.9999921260462517,1.132436401869511e-14,1.1102317665387363e-16,1.3655850728426455e-14,1.1102317665387363e-16,20260913
128000,0.999992187561046,0.9999921875610346,0.9999921875610274,0.9999921875610347,0.9999921875610347,1.132436332207387e-14,1.1102316982425365e-16,7.327529208400741e-15,0.0,20260913
129000,0.9999922481221186,0.9999922481221075,0.9999922481221276,0.9999922481221075,0.9999922481221076,1.0991293146951404e-14,1.1102316310051923e-16,1.9984169358093463e-14,1.1102316310051923e-16,20260913
130000,0.9999923077514904,0.9999923077514787,0.9999923077514711,0.9999923077514788,0.9999923077514788,1.1546408273943598e-14,1.110231564802269e-16,7.771620953615882e-15,0.0,20260913
131000,0.999992366470497,0.999992366470485,0.9999923664704791,0.999992366470485,0.999992366470485,1.2101523345749844e-14,0.0,5.8842269479334096e-15,0.0,20260913
132000,0.9999924242998259,0.9999924242998158,0.9999924242998274,0.9999924242998159,0.9999924242998159,9.992082918650815e-15,1.110231435405646e-16,1.1435383784678154e-14,0.0,20260913
133000,0.9999924812595493,0.9999924812595393,0.9999924812595411,0.9999924812595394,0.9999924812595394,9.881059212283586e-15,1.110231372166695e-16,1.6653470582500425e-15,0.0,20260913
134000,0.9999925373691333,0.9999925373691241,0.9999925373691292,0.9999925373691241,0.9999925373691241,9.214919871934355e-15,0.0,5.107064025409401e-15,0.0,20260913
135000,0.9999925926474709,0.9999925926474619,0.9999925926474721,0.9999925926474619,0.9999925926474619,8.992873112845246e-15,0.0,1.02141274861946e-14,0.0,20260913
136000,0.9999926471128973,0.9999926471128888,0.9999926471128925,0.9999926471128888,0.9999926471128888,8.437757029026096e-15,0.0,3.663762920498173e-15,0.0,20260913
137000,0.9999927007832138,0.9999927007832059,0.9999927007832037,0.9999927007832059,0.999992700783206,7.771617899099981e-15,1.1102311284428546e-16,2.3314853697299946e-15,1.1102311284428546e-16,20260913
138000,0.9999927536757045,0.999992753675698,0.9999927536756973,0.999992753675698,0.999992753675698,6.550363311345274e-15,0.0,6.661386418317228e-16,0.0,20260913
139000,0.9999928058071594,0.9999928058071524,0.9999928058071442,0.9999928058071524,0.9999928058071524,6.994455374599314e-15,0.0,8.215709487624591e-15,0.0,20260913
140000,0.999992857193885,0.9999928571938771,0.9999928571938814,0.9999928571938772,0.9999928571938772,7.771616683527327e-15,1.1102309547896182e-16,4.218877628200549e-15,0.0,20260913
141000,0.9999929078517257,0.9999929078517173,0.9999929078517269,0.9999929078517173,0.9999929078517173,8.326731739104877e-15,0.0,9.547985727506926e-15,0.0,20260913
142000,0.9999929577960803,0.9999929577960718,0.9999929577960714,0.9999929577960719,0.9999929577960719,8.437754407538423e-15,1.1102308430971608e-16,4.440923372388643e-16,0.0,20260913
143000,0.9999930070419165,0.9999930070419087,0.9999930070419062,0.9999930070419087,0.9999930070419087,7.771615518957721e-15,0.0,2.5535308133718228e-15,0.0,20260913
144000,0.999993055603788,0.9999930556037805,0.9999930556037877,0.9999930556037805,0.9999930556037805,7.54956899464945e-15,0.0,7.216499774297268e-15,0.0,20260913
145000,0.9999931034958487,0.9999931034958379,0.9999931034958351,0.9999931034958379,0.9999931034958379,1.0769237608956011e-14,0.0,2.7755767033391782e-15,0.0,20260913
146000,0.9999931507318549,0.9999931507318442,0.9999931507318461,0.9999931507318442,0.9999931507318442,1.0658214037367507e-14,0.0,1.8873920691171626e-15,0.0,20260913
147000,0.999993197325199,0.9999931973251882,0.9999931973251832,0.9999931973251882,0.9999931973251882,1.076923659847857e-14,0.0,4.996037597232326e-15,0.0,20260913
148000,0.9999932432889074,0.9999932432888966,0.9999932432889059,0.9999932432888967,0.9999932432888967,1.0658213050867965e-14,1.1102305261320797e-16,9.214913366896261e-15,0.0,20260913
149000,0.9999932886356565,0.9999932886356467,0.9999932886356424,0.9999932886356467,0.9999932886356467,9.770028186920281e-15,0.0,4.329898855566943e-15,0.0,20260913
150000,0.9999933333777878,0.9999933333777774,0.9999933333777777,0.9999933333777775,0.9999933333777775,1.0325142962841482e-14,1.1102304261119874e-16,2.220460852223975e-16,0.0,20260913
151000,0.999993377527312,0.9999933775273011,0.9999933775273004,0.9999933775273011,0.9999933775273011,1.088025769553608e-14,0.0,6.66138226257311e-16,0.0,20260913
152000,0.9999934210959248,0.9999934210959138,0.9999934210959283,0.9999934210959138,0.9999934210959138,1.0991280254367627e-14,0.0,1.4432994273412035e-14,0.0,20260913
153000,0.9999934640950175,0.9999934640950059,0.9999934640949901,0.9999934640950059,0.9999934640950059,1.1657417950340343e-14,0.0,1.5765269989984084e-14,0.0,20260913
154000,0.9999935065356811,0.9999935065356718,0.9999935065356734,0.9999935065356719,0.9999935065356719,9.214910941084282e-15,1.110230233865576e-16,1.5543223274118067e-15,0.0,20260913
155000,0.9999935484287289,0.9999935484287198,0.9999935484287085,0.9999935484287198,0.9999935484287198,9.103887536305652e-15,0.0,1.1324347911014346e-14,0.0,20260913
156000,0.99999358978469,0.9999935897846808,0.9999935897846757,0.9999935897846809,0.9999935897846809,9.103887159803218e-15,1.1102301414394168e-16,5.21808166476526e-15,0.0,20260913
157000,0.999993630613826,0.9999936306138177,0.9999936306138281,0.9999936306138177,0.9999936306138177,8.215702711209484e-15,0.0,1.0325139893817326e-14,0.0,20260913
158000,0.9999936709261412,0.9999936709261333,0.9999936709261295,0.9999936709261333,0.9999936709261333,7.88263336460744e-15,0.0,3.885805179736062e-15,0.0,20260913
159000,0.9999937107313881,0.999993710731379,0.9999937107313714,0.999993710731379,0.999993710731379,9.103886058711201e-15,0.0,7.549564048687338e-15,0.0,20260913
