N,b_directa,b_telescopica,b_referencia,error_b_directa,error_b_telescopica,c_racionalizada,c_sustractiva,diferencia_c
3400,0.9997059688326962,0.9997059688326959,0.9997059688326962,0.0,3.3316486824266096e-16,4.245431437370029,4.245431437371189,1.1599610161283636e-12
3410,0.9997068308413956,0.9997068308413952,0.9997068308413954,1.1105486032247533e-16,2.2210972064495066e-16,4.24689965156737,4.246899651568492,1.1217693440812582e-12
3420,0.9997076878105817,0.9997076878105814,0.9997076878105817,0.0,3.331642953721632e-16,4.248363567078679,4.248363567080923,2.2444268665822165e-12
3430,0.9997085397843195,0.9997085397843192,0.9997085397843194,1.110546704807263e-16,2.221093409614526e-16,4.249823209002159,4.249823209003261,1.1022294188478554e-12
3440,0.9997093868061611,0.9997093868061607,0.999709386806161,1.110545763876501e-16,2.221091527753002e-16,4.25127860221685,4.2512786022179165,1.0667022820598504e-12
3450,0.9997102289191541,0.9997102289191537,0.9997102289191538,2.2210896568008203e-16,1.1105448284004101e-16,4.252729771385164,4.252729771386748,1.5836221223253233e-12
3460,0.9997110661658483,0.9997110661658479,0.999711066165848,2.221087796663391e-16,1.1105438983316955e-16,4.2541767409554,4.254176740956972,1.5720758028692217e-12
3470,0.9997118985883034,0.9997118985883031,0.9997118985883031,3.3316289208708224e-16,0.0,4.255619535164215,4.25561953516526,1.0444978215673473e-12
3480,0.9997127262280956,0.9997127262280953,0.9997127262280954,2.2210841084598677e-16,1.1105420542299339e-16,4.257058178039056,4.257058178040006,9.494627306594339e-13
3490,0.9997135491263252,0.9997135491263248,0.9997135491263248,3.331623420314976e-16,0.0,4.258492693400564,4.258492693401785,1.2212453270876722e-12
3500,0.9997143673236223,0.999714367323622,0.9997143673236218,4.442160924814483e-16,1.1105402312036208e-16,4.259923104864939,4.2599231048660835,1.1448619829934614e-12
3510,0.9997151808601543,0.999715180860154,0.9997151808601538,5.552696637405876e-16,2.2210786549623504e-16,4.261349435846274,4.261349435847387,1.112887559884257e-12
3520,0.9997159897756325,0.9997159897756321,0.9997159897756319,5.552692144467579e-16,2.221076857787032e-16,4.262771709558855,4.262771709560547,1.6919798895287386e-12
3530,0.999716794109318,0.9997167941093177,0.9997167941093175,5.552687676985025e-16,2.22107507079401e-16,4.2641899490194275,4.264189949021238,1.8101076193488552e-12
3540,0.9997175939000288,0.9997175939000285,0.9997175939000282,5.552683234742485e-16,2.221073293896994e-16,4.265604177049427,4.265604177051409,1.9815260543509794e-12
3550,0.9997183891861452,0.9997183891861449,0.9997183891861448,4.442143054021331e-16,1.1105357635053327e-16,4.267014416277191,4.267014416278834,1.6431300764452317e-12
3560,0.9997191800056169,0.9997191800056165,0.9997191800056164,4.442139540101329e-16,1.1105348850253321e-16,4.268420689140127,4.268420689141203,1.0755840662568517e-12
3570,0.9997199663959678,0.9997199663959675,0.9997199663959675,3.3316020344003647e-16,0.0,4.26982301788685,4.269823017887483,6.332712132461893e-13
3580,0.9997207483943037,0.9997207483943034,0.9997207483943032,4.442132571153838e-16,1.1105331427884596e-16,4.271221424579302,4.271221424580198,8.961720254774264e-13
3590,0.999721526037316,0.9997215260373157,0.9997215260373155,5.552661394747824e-16,2.221064557899129e-16,4.272615931094832,4.272615931095424,5.915268275202834e-13
3600,0.9997222993612891,0.9997222993612888,0.9997222993612885,5.552657099548873e-16,2.2210628398195494e-16,4.2740065591282494,4.274006559129611,1.361577517400292e-12
3610,0.9997230684021053,0.999723068402105,0.9997230684021047,6.663183393775247e-16,3.3315916968876235e-16,4.2753933301938485,4.275393330195038,1.1892709039784677e-12
3620,0.9997238331952506,0.9997238331952503,0.9997238331952499,6.663178296410539e-16,3.3315891482052697e-16,4.2767762656274035,4.27677626562845,1.0462741784067475e-12
3630,0.99972459377582,0.9997245937758197,0.9997245937758193,6.663173227130485e-16,3.3315866135652425e-16,4.278155386588142,4.278155386589241,1.099564883588755e-12
3640,0.999725350178523,0.9997253501785227,0.9997253501785224,6.663168185703618e-16,3.331584092851809e-16,4.279530714060687,4.279530714062184,1.496580637194711e-12
3650,0.9997261024376888,0.9997261024376884,0.9997261024376883,4.442108781267338e-16,1.1105271953168346e-16,4.280902268856973,4.280902268859244,2.2710722191732202e-12
3660,0.9997268505872716,0.9997268505872713,0.9997268505872713,3.331579092748113e-16,0.0,4.282270071618132,4.282270071620041,1.908695423935569e-12
3670,0.9997275946608559,0.9997275946608556,0.9997275946608554,5.552627688554428e-16,2.221051075421771e-16,4.283634142816361,4.283634142818209,1.8482992913959606e-12
3680,0.9997283346916606,0.9997283346916602,0.9997283346916599,6.663148293986741e-16,3.3315741469933705e-16,4.284994502756757,4.2849945027582175,1.4601653219870059e-12
3690,0.9997290707125446,0.9997290707125442,0.999729070712544,5.552619490367822e-16,2.2210477961471287e-16,4.286351171579137,4.286351171580827,1.6893153542696382e-12
3700,0.9997298027560125,0.9997298027560122,0.9997298027560119,6.663138509412494e-16,3.331569254706247e-16,4.287704169259818,4.287704169261269,1.4503953593703045e-12
3710,0.9997305308542177,0.9997305308542174,0.9997305308542171,5.552611380571369e-16,2.2210445522285477e-16,4.289053515613394,4.2890535156151595,1.765698698363849e-12
3720,0.9997312550389686,0.9997312550389683,0.999731255038968,6.663128830048722e-16,3.331564415024361e-16,4.290399230294463,4.290399230297134,2.6707525080382766e-12
3730,0.9997319753417322,0.9997319753417319,0.9997319753417314,7.77364470084054e-16,4.442082686194594e-16,4.291741332799356,4.291741332801302,1.9459989175629744e-12
3740,0.999732691793639,0.9997326917936387,0.9997326917936381,8.884159005610076e-16,5.552599378506297e-16,4.293079842467825,4.2930798424694325,1.6076029396572267e-12
3750,0.9997334044254875,0.9997334044254872,0.9997334044254865,9.994671756885509e-16,6.663114504590339e-16,4.294414778484722,4.294414778486861,2.1396218130576017e-12
3760,0.999734113267749,0.9997341132677486,0.999734113267748,9.994664670355565e-16,6.663109780237043e-16,4.295746159881638,4.2957461598843105,2.672528864877677e-12
3770,0.9997348183505711,0.9997348183505708,0.9997348183505701,9.994657621419944e-16,6.66310508094663e-16,4.297074005538543,4.297074005541526,2.9825031333530205e-12
3780,0.9997355197037832,0.9997355197037828,0.999735519703782,1.110516734420031e-15,7.773617140940216e-16,4.298398334185385,4.298398334188186,2.801314735734195e-12
3790,0.9997362173568989,0.9997362173568985,0.9997362173568979,9.99464363514135e-16,6.6630957567609e-16,4.299719164403677,4.299719164406633,2.9558577807620168e-12
3800,0.9997369113391222,0.9997369113391219,0.9997369113391212,9.994636697211047e-16,6.663091131474032e-16,4.3010365146280645,4.301036514630504,2.439826118916244e-12
3810,0.9997376016793503,0.99973760167935,0.9997376016793492,1.1105144217444809e-15,7.773600952211365e-16,4.302350403147861,4.302350403150194,2.332356530132529e-12
3820,0.9997382884061773,0.999738288406177,0.9997382884061764,8.884109271398373e-16,5.552568294623983e-16,4.303660848108581,4.30366084811103,2.4487079031132453e-12
3830,0.9997389715478996,0.9997389715478993,0.9997389715478987,8.884103200708041e-16,5.552564500442526e-16,4.304967867513438,4.304967867516006,2.567723811353062e-12
3840,0.9997396511325185,0.9997396511325182,0.9997396511325176,8.884097161635888e-16,5.55256072602243e-16,4.30627147922483,4.306271479227143,2.312816604899126e-12
3850,0.9997403271877442,0.9997403271877439,0.9997403271877434,7.773579759693596e-16,4.442045576967769e-16,4.307571700965806,4.307571700968219,2.4131807663252403e-12
3860,0.9997409997410006,0.9997409997410003,0.9997409997409997,8.88408517736317e-16,5.552553235851981e-16,4.308868550321508,4.308868550323859,2.3510082769462315e-12
3870,0.9997416688194274,0.999741668819427,0.9997416688194265,8.88407923167748e-16,5.552549519798425e-16,4.3101620447406015,4.310162044743174,2.5721647034515627e-12
3880,0.9997423344498849,0.9997423344498846,0.999742334449884,8.884073316639655e-16,5.552545822899785e-16,4.311452201536681,4.311452201539304,2.62367905179417e-12
3890,0.9997429966589574,0.999742996658957,0.9997429966589566,7.773559003011668e-16,4.442033716006667e-16,4.312739037889664,4.3127390378916965,2.0321522242738865e-12
3900,0.9997436554729563,0.999743655472956,0.9997436554729556,6.66304618317344e-16,3.33152309158672e-16,4.31402257084716,4.314022570848828,1.6679990721968352e-12
3910,0.9997443109179244,0.999744310917924,0.9997443109179238,5.552534845663667e-16,2.2210139382654667e-16,4.315302817325832,4.315302817327301,1.4690471061840071e-12
3920,0.9997449630196383,0.999744963019638,0.9997449630196379,4.442024979137999e-16,1.1105062447844997e-16,4.316579794112723,4.316579794114568,1.84474657771716e-12
3930,0.9997456118036129,0.9997456118036125,0.9997456118036123,5.552527620612583e-16,2.2210110482450335e-16,4.317853517866587,4.317853517868934,2.346567384847731e-12
3940,0.9997462572951032,0.9997462572951029,0.9997462572951028,4.442019228474865e-16,1.1105048071187162e-16,4.319124005119192,4.319124005121375,2.183142555622908e-12
3950,0.9997468995191097,0.9997468995191093,0.9997468995191091,5.552520468726574e-16,2.2210081874906293e-16,4.3203912722765985,4.32039127227872,2.121858244663599e-12
3960,0.9997475385003793,0.999747538500379,0.9997475385003787,6.663020303848857e-16,3.3315101519244283e-16,4.321655335620441,4.32165533562229,1.8491874698156607e-12
3970,0.9997481742634104,0.9997481742634101,0.9997481742634097,7.773518744459818e-16,4.442010711119896e-16,4.322916211309178,4.3229162113110755,1.8971491044794675e-12
3980,0.9997488068324547,0.9997488068324544,0.9997488068324542,5.552509875669282e-16,2.2210039502677125e-16,4.324173915379336,4.324173915381288,1.9522161665008753e-12
3990,0.9997494362315216,0.9997494362315212,0.9997494362315209,6.663007656058647e-16,3.3315038280293233e-16,4.325428463746723,4.325428463749085,2.361666417982633e-12
4000,0.9997500624843794,0.999750062484379,0.9997500624843789,4.442002321525252e-16,1.110500580381313e-16,4.32667987220765,4.326679872210115,2.4655832930875476e-12
4010,0.9997506856145605,0.9997506856145602,0.9997506856145599,5.5524994411116e-16,2.22099977644464e-16,4.327928156440115,4.3279281564422485,2.133404564119701e-12
4020,0.9997513056453625,0.9997513056453622,0.9997513056453619,6.662995197041424e-16,3.331497598520712e-16,4.329173332004986,4.329173332007394,2.4078516958070395e-12
4030,0.9997519225998517,0.9997519225998514,0.9997519225998511,5.552492571047154e-16,2.2209970284188616e-16,4.330415414347161,4.330415414349681,2.5197621766892553e-12
4040,0.9997525365008666,0.9997525365008663,0.9997525365008662,4.441991329218076e-16,1.110497832304519e-16,4.331654418796724,4.331654418799098,2.3741009158584347e-12
4050,0.9997531473710201,0.9997531473710197,0.9997531473710195,5.552485768835197e-16,2.2209943075340787e-16,4.332890360570074,4.3328903605724,2.326139281194628e-12
4060,0.9997537552327019,0.9997537552327016,0.9997537552327013,6.662978871432652e-16,3.331489435716326e-16,4.334123254771047,4.334123254773567,2.5197621766892553e-12
4070,0.9997543601080822,0.9997543601080818,0.9997543601080816,5.552479033475444e-16,2.220991613390178e-16,4.335353116392027,4.335353116394253,2.225775119768514e-12
4080,0.9997549620191136,0.9997549620191133,0.999754962019113,6.662970828669506e-16,3.331485414334753e-16,4.3365799603150395,4.336579960316976,1.936228954946273e-12
4090,0.9997555609875342,0.9997555609875338,0.9997555609875336,5.552472363987182e-16,2.220988945594873e-16,4.337803801312828,4.337803801315112,2.284394895468722e-12
4100,0.9997561570348701,0.9997561570348698,0.9997561570348695,5.552469053643618e-16,2.2209876214574473e-16,4.339024654049922,4.339024654051991,2.0685675394815917e-12
4110,0.9997567501824379,0.9997567501824376,0.9997567501824374,5.552465759408782e-16,2.220986303763513e-16,4.3402425330837,4.340242533086802,3.1024072200125374e-12
4120,0.9997573404513472,0.9997573404513469,0.9997573404513468,4.441969984932301e-16,1.1104924962330752e-16,4.3414574528654155,4.34145745286687,1.4548362514688051e-12
4130,0.9997579278625036,0.9997579278625033,0.9997579278625031,5.552459218797241e-16,2.2209836875188966e-16,4.34266942774124,4.342669427743112,1.872280108727864e-12
4140,0.9997585124366101,0.9997585124366097,0.9997585124366095,5.55245597218934e-16,2.2209823888757357e-16,4.343878471953271,4.343878471954576,1.304734098539484e-12
4150,0.9997590941941706,0.9997590941941703,0.9997590941941701,5.552452741227741e-16,2.2209810964910964e-16,4.345084599640543,4.345084599642996,2.4522606167920458e-12
4160,0.999759673155492,0.9997596731554916,0.9997596731554914,5.552449525799611e-16,2.2209798103198445e-16,4.346287824840014,4.346287824841874,1.8598456108520622e-12
4170,0.9997602493406862,0.9997602493406859,0.9997602493406856,5.552446325793199e-16,2.22097853031728e-16,4.347488161487545,4.347488161489218,1.6724399642953358e-12
4180,0.9997608227696728,0.9997608227696725,0.9997608227696724,4.441954512878258e-16,1.1104886282195645e-16,4.3486856234188735,4.34868562342026,1.3864465131518955e-12
4190,0.9997613934621813,0.999761393462181,0.9997613934621808,4.441951977283085e-16,1.1104879943207711e-16,4.349880224370568,4.349880224372009,1.4406253967536031e-12
4200,0.9997619614377533,0.999761961437753,0.9997619614377529,4.441949453762175e-16,1.1104873634405436e-16,4.351071977980969,4.351071977984156,3.1867841698840493e-12
4210,0.9997625267157448,0.9997625267157445,0.9997625267157445,3.3314602066721143e-16,0.0,4.352260897791133,4.3522608977945305,3.397282455352979e-12
4220,0.9997630893153283,0.999763089315328,0.9997630893153281,2.220972221299899e-16,1.1104861106499494e-16,4.353446997245748,4.353446997249102,3.353761712787673e-12
4230,0.9997636492554954,0.9997636492554951,0.9997636492554951,3.331456466091516e-16,0.0,4.3546302896940485,4.354630289696524,2.475353255704249e-12
4240,0.9997642065550579,0.9997642065550576,0.9997642065550578,1.110484869678134e-16,2.220969739356268e-16,4.355810788390713,4.355810788393591,2.878586258248106e-12
4250,0.9997647612326513,0.999764761232651,0.9997647612326511,2.2209685071442544e-16,1.1104842535721272e-16,4.356988506496762,4.356988506498873,2.1112001036271977e-12
4260,0.9997653133067357,0.9997653133067353,0.9997653133067355,2.2209672807172733e-16,1.1104836403586367e-16,4.358163457080434,4.358163457082719,2.284394895468722e-12
4270,0.9997658627955982,0.9997658627955979,0.9997658627955982,0.0,3.3314490900520215e-16,4.3593356531180545,4.359335653119069,1.014299755297543e-12
4280,0.9997664097173559,0.9997664097173555,0.9997664097173558,1.1104824225281063e-16,2.2209648450562126e-16,4.360505107494899,4.360505107495464,5.648814749292796e-13
4290,0.9997669540899558,0.9997669540899554,0.9997669540899558,0.0,3.3314454536129696e-16,4.36167183300604,4.3616718330066755,6.350475700855895e-13
4300,0.9997674959311789,0.9997674959311785,0.9997674959311788,1.110481216026232e-16,2.220962432052464e-16,4.362835842357191,4.362835842358344,1.1537437671904627e-12
4310,0.9997680352586408,0.9997680352586404,0.9997680352586407,1.1104806169742576e-16,2.2209612339485152e-16,4.363997148165532,4.363997148166981,1.4495071809506044e-12
4320,0.9997685720897941,0.9997685720897938,0.9997685720897941,0.0,3.3314400620870145e-16,4.36515576296053,4.365155762961785,1.254996107036277e-12
4330,0.9997691064419303,0.99976910644193,0.9997691064419303,0.0,3.331438281513778e-16,4.366311699184758,4.366311699186462,1.7044143874045403e-12
4340,0.9997696383321815,0.9997696383321811,0.9997696383321816,1.1104788363819826e-16,4.44191534552793e-16,4.367464969194688,4.367464969197408,2.7196023211217835e-12
4350,0.9997701677775224,0.999770167777522,0.9997701677775224,0.0,3.3314347449269355e-16,4.368615585261485,4.368615585263705,2.220446049250313e-12
4360,0.9997706947947719,0.9997706947947715,0.9997706947947719,0.0,3.33143298880067e-16,4.369763559571793,4.369763559574403,2.609468197078968e-12
4370,0.9997712194005948,0.9997712194005944,0.9997712194005949,1.110477080237199e-16,4.441908320948796e-16,4.370908904228512,4.370908904230327,1.815436689867056e-12
4380,0.9997717416115041,0.9997717416115037,0.9997717416115042,1.110476500201555e-16,4.44190600080622e-16,4.372051631251554,4.37205163125227,7.158718062783009e-13
4390,0.9997722614438626,0.9997722614438622,0.9997722614438624,1.1104759228084425e-16,2.220951845616885e-16,4.37319175257861,4.373191752580078,1.4672707493446069e-12
4400,0.9997727789138833,0.9997727789138829,0.9997727789138832,1.110475348039844e-16,2.220950696079688e-16,4.374329280065893,4.374329280067195,1.3020695632803836e-12
4410,0.9997732940376332,0.9997732940376328,0.9997732940376332,0.0,3.331424327633718e-16,4.375464225488878,4.375464225490668,1.7896795156957523e-12
4420,0.9997738068310337,0.9997738068310333,0.9997738068310337,0.0,3.331422618914808e-16,4.376596600543038,4.37659660054478,1.7426060594516457e-12
4430,0.9997743173098624,0.9997743173098621,0.9997743173098623,1.1104736393034014e-16,2.220947278606803e-16,4.377726416844556,4.377726416845598,1.0418332863082469e-12
4440,0.9997748254897546,0.9997748254897543,0.9997748254897546,0.0,3.331419224567784e-16,4.378853685931058,4.3788536859318805,8.22453216642316e-13
4450,0.9997753313862054,0.9997753313862051,0.9997753313862053,1.110472512945297e-16,2.220945025890594e-16,4.379978419262301,4.37997841926417,1.8696155734687636e-12
4460,0.9997758350145709,0.9997758350145706,0.9997758350145707,2.2209439071088893e-16,1.1104719535544447e-16,4.381100628220883,4.381100628222975,2.091660178393795e-12
4470,0.9997763363900697,0.9997763363900694,0.9997763363900694,3.331414189999379e-16,0.0,4.382220324112933,4.382220324115132,2.19912976717751e-12
4480,0.9997768355277844,0.9997768355277841,0.999776835527784,4.441883369058328e-16,1.110470842264582e-16,4.383337518168792,4.3833375181701735,1.3811174426336947e-12
4490,0.9997773324426635,0.9997773324426632,0.9997773324426631,4.4418811613288e-16,1.1104702903322e-16,4.38445222154369,4.38445222154487,1.1803891197814664e-12
4500,0.9997778271495228,0.9997778271495225,0.9997778271495223,4.441878963411404e-16,1.110469740852851e-16,4.385564445318413,4.385564445318686,2.7355895326763857e-13
4510,0.9997783196630464,0.9997783196630461,0.9997783196630459,5.552345969051088e-16,2.220938387620435e-16,4.386674200499967,4.3866742005001464,1.794120407794253e-13
4520,0.9997788099977886,0.9997788099977882,0.9997788099977881,4.441874596752507e-16,1.1104686491881268e-16,4.38778149802223,4.3877814980231955,9.654499422140361e-13
4530,0.9997792981681753,0.999779298168175,0.9997792981681748,5.552340534852742e-16,2.2209362139410967e-16,4.3888863487465954,4.3888863487472,6.048495038157853e-13
4540,0.9997797841885051,0.9997797841885048,0.9997797841885048,3.331402701424781e-16,0.0,4.389988763462615,4.389988763462406,2.0872192862952943e-13
4550,0.9997802680729514,0.9997802680729511,0.999780268072951,4.441868118742055e-16,1.1104670296855138e-16,4.391088752888632,4.391088752889027,3.943512183468556e-13
4560,0.9997807498355628,0.9997807498355624,0.9997807498355624,3.331399483760091e-16,0.0,4.392186327672404,4.392186327673607,1.2034817586936697e-12
4570,0.9997812294902652,0.9997812294902648,0.9997812294902647,4.441863847318678e-16,1.1104659618296696e-16,4.39328149839172,4.393281498392661,9.414691248821327e-13
4580,0.9997817070508628,0.9997817070508624,0.9997817070508622,5.552327156995461e-16,2.2209308627981846e-16,4.394374275555015,4.39437427555631,1.2949641359227826e-12
4590,0.9997821825310395,0.9997821825310391,0.999782182531039,4.441859613119036e-16,1.110464903279759e-16,4.395464669601975,4.395464669601915,6.039613253960852e-14
4600,0.9997826559443606,0.9997826559443602,0.9997826559443599,6.662786264739581e-16,3.3313931323697905e-16,4.396552690904134,4.396552690904991,8.570921750106208e-13
4610,0.999783127304273,0.9997831273042727,0.9997831273042724,5.552319269573315e-16,2.220927707829326e-16,4.3976383497654625,4.397638349768294,2.8315128020039992e-12
4620,0.9997835966241078,0.9997835966241074,0.9997835966241073,4.441853330556579e-16,1.1104633326391448e-16,4.3987216564229605,4.3987216564263685,3.4079405963893805e-12
4630,0.999784063917081,0.9997840639170806,0.9997840639170805,4.441851254461426e-16,1.1104628136153564e-16,4.399802621047233,4.399802621050093,2.8599345114344032e-12
4640,0.9997845291962943,0.999784529196294,0.9997845291962939,4.441849187314958e-16,1.1104622968287396e-16,4.400881253743062,4.400881253745774,2.7116087153444823e-12
4650,0.9997849924747372,0.9997849924747368,0.9997849924747366,5.552308911324304e-16,2.220923564529722e-16,4.401957564549975,4.401957564553322,3.346656285430072e-12
4660,0.9997854537652868,0.9997854537652865,0.9997854537652864,4.441845079637644e-16,1.110461269909411e-16,4.403031563442801,4.403031563446256,3.455014052633487e-12
4670,0.9997859130807111,0.9997859130807107,0.9997859130807107,3.331382279244608e-16,0.0,4.404103260332236,4.40410326033716,4.924061158817494e-12
4680,0.9997863704336684,0.999786370433668,0.999786370433668,3.3313807553015114e-16,0.0,4.405172665065379,4.4051726650722225,6.843414723789465e-12
4690,0.999786825836709,0.9997868258367086,0.9997868258367086,3.331379237857106e-16,0.0,4.40623978742628,4.40623978743215,5.869971175798128e-12
4700,0.9997872793022765,0.9997872793022762,0.9997872793022761,4.441836969159882e-16,1.1104592422899705e-16,4.40730463713648,4.407304637142169,5.688782778179302e-12
4710,0.999787730842709,0.9997877308427087,0.9997877308427086,4.441834963065063e-16,1.1104587407662658e-16,4.408367223855541,4.408367223861114,5.572431405198586e-12
4720,0.9997881804702398,0.9997881804702394,0.9997881804702393,4.441832965470648e-16,1.110458241367662e-16,4.409427557181571,4.409427557185972,4.4009240696141205e-12
4730,0.999788628196999,0.9997886281969987,0.9997886281969985,4.441830976322719e-16,1.1104577440806799e-16,4.410485646651741,4.410485646654615,2.8741453661496053e-12
4740,0.9997890740350139,0.9997890740350136,0.9997890740350137,2.2209144977839104e-16,1.1104572488919552e-16,4.411541501742804,4.411541501744886,2.0818902157770935e-12
4750,0.9997895179962116,0.9997895179962113,0.9997895179962113,3.3313702673647067e-16,0.0,4.412595131871603,4.412595131874604,3.001154880166723e-12
4760,0.9997899600924178,0.9997899600924175,0.9997899600924176,2.2209125295127606e-16,1.1104562647563803e-16,4.413646546395576,4.413646546397012,1.4361845046551025e-12
4770,0.9997904003353597,0.9997904003353594,0.9997904003353595,2.220911551566718e-16,1.110455775783359e-16,4.414695754613254,4.414695754616241,2.986944025451521e-12
4780,0.9997908387366661,0.9997908387366657,0.999790838736666,1.1104552888562498e-16,2.2209105777124995e-16,4.415742765764751,4.41574276576639,1.638689184346731e-12
4790,0.9997912753078692,0.9997912753078688,0.9997912753078689,2.220909607924478e-16,1.110454803962239e-16,4.416787589032259,4.416787589033356,1.0969003483296547e-12
4800,0.9997917100604042,0.9997917100604039,0.9997917100604041,1.1104543210886202e-16,2.2209086421772403e-16,4.417830233540521,4.417830233542099,1.5782930518071225e-12
4810,0.9997921430056124,0.999792143005612,0.9997921430056121,2.2209076804455836e-16,1.1104538402227918e-16,4.418870708357322,4.418870708359372,2.049915792667889e-12
4820,0.9997925741547398,0.9997925741547394,0.9997925741547397,1.1104533613522572e-16,2.2209067227045144e-16,4.419909022493955,4.419909022496449,2.4940050025179517e-12
4830,0.9997930035189403,0.99979300351894,0.9997930035189402,1.1104528844646233e-16,2.2209057689292467e-16,4.420945184905687,4.420945184910033,4.345857007592713e-12
4840,0.9997934311092751,0.9997934311092748,0.999793431109275,1.1104524095475997e-16,2.2209048190951995e-16,4.421979204492229,4.421979204496801,4.572342504616245e-12
4850,0.9997938569367141,0.9997938569367137,0.9997938569367141,0.0,3.33135580976699e-16,4.423011090098185,4.4230110901024995,4.314770762903208e-12
4860,0.9997942810121374,0.9997942810121371,0.9997942810121374,0.0,3.3313543967301766e-16,4.424040850513519,4.4240408505164845,2.965627743378718e-12
4870,0.9997947033463356,0.9997947033463352,0.9997947033463355,1.1104509964987961e-16,2.2209019929975923e-16,4.425068494473993,4.425068494478091,4.098055228496378e-12
4880,0.9997951239500102,0.9997951239500099,0.9997951239500102,0.0,3.3313515880299524e-16,4.426094030661617,4.426094030665717,4.099831585335778e-12
4890,0.9997955428337763,0.9997955428337759,0.9997955428337764,1.1104500640984949e-16,4.441800256393979e-16,4.427117467705089,4.427117467709558,4.46931380793103e-12
4900,0.9997959600081615,0.9997959600081612,0.9997959600081616,1.110449600752631e-16,4.441798403010524e-16,4.428138814180227,4.428138814186149,5.922373702560435e-12
4910,0.9997963754836082,0.9997963754836079,0.9997963754836082,0.0,3.3313474178823687e-16,4.4291580786104054,4.429158078617456,7.050360295579594e-12
4920,0.9997967892704733,0.999796789270473,0.9997967892704734,1.1104486797114625e-16,4.44179471884585e-16,4.430175269466979,4.430175269474511,7.532641177476762e-12
4930,0.9997972013790305,0.9997972013790302,0.9997972013790306,1.1104482219932347e-16,4.441792887972939e-16,4.431190395169702,4.431190395177418,7.715605931934988e-12
4940,0.9997976118194698,0.9997976118194695,0.9997976118194697,1.1104477661281173e-16,2.2208955322562346e-16,4.432203464087157,4.432203464093527,6.370015626089298e-12
4950,0.9997980206018986,0.9997980206018983,0.9997980206018986,0.0,3.3313419363146363e-16,4.433214484537153,4.433214484542895,5.74207348336131e-12
4960,0.9997984277363434,0.9997984277363431,0.9997984277363435,1.1104468599123794e-16,4.441787439649518e-16,4.434223464787151,4.434223464791921,4.7695181137896725e-12
4970,0.9997988332327499,0.9997988332327495,0.99979883323275,1.110446409539568e-16,4.441785638158272e-16,4.435230413054659,4.435230413060617,5.95790083934844e-12
4980,0.9997992371009837,0.9997992371009834,0.9997992371009837,0.0,3.331337882926449e-16,4.436235337507638,4.436235337514426,6.788347661768057e-12
4990,0.9997996393508314,0.999799639350831,0.9997996393508315,1.1104455142092498e-16,4.441782056836999e-16,4.437238246264897,4.4372382462724085,7.511324895403959e-12
5000,0.9998000399920015,0.9998000399920012,0.9998000399920016,1.1104450692300815e-16,4.441780276920326e-16,4.43823914739649,4.43823914740451,8.020251129892131e-12
5010,0.999800439034125,0.9998004390341246,0.999800439034125,0.0,3.331333878081832e-16,4.439238048924109,4.439238048931565,7.456257833382551e-12
5020,0.9998008364867557,0.9998008364867553,0.9998008364867557,0.0,3.331332553770664e-16,4.440234958821452,4.4402349588280225,6.5707439489415265e-12
5030,0.999801232359372,0.9998012323593717,0.9998012323593719,1.110443744908382e-16,2.220887489816764e-16,4.441229885014627,4.44122988501922,4.5927706082693476e-12
5040,0.9998016266613768,0.9998016266613765,0.9998016266613767,1.1104433069713123e-16,2.2208866139426246e-16,4.44222283538252,4.442222835386837,4.317435298162309e-12
5050,0.9998020194020987,0.9998020194020983,0.9998020194020986,1.1104428707686467e-16,2.2208857415372933e-16,4.443213817757164,4.443213817760715,3.5509373219611007e-12
5060,0.9998024105907926,0.9998024105907922,0.9998024105907923,2.2208848725802047e-16,1.1104424362901023e-16,4.444202839924125,4.444202839928857,4.732214620162267e-12
5070,0.99980280023664,0.9998028002366397,0.9998028002366397,3.3313260105764315e-16,0.0,4.445189909622849,4.445189909628334,5.484501741648273e-12
5080,0.9998031883487505,0.9998031883487501,0.9998031883487503,2.2208831449292996e-16,1.1104415724646498e-16,4.4461750345470445,4.446175034552561,5.516476164757478e-12
5090,0.9998035749361621,0.9998035749361618,0.9998035749361619,2.220882286195156e-16,1.110441143097578e-16,4.447158222345029,4.447158222351299,6.269651464663184e-12
5100,0.999803960007842,0.9998039600078417,0.9998039600078416,4.441762861657195e-16,1.1104407154142988e-16,4.448139480620094,4.448139480627014,6.919798067883676e-12
5110,0.9998043435726869,0.9998043435726865,0.9998043435726863,5.552201447024633e-16,2.2208805788098533e-16,4.4491188169308495,4.449118816938516,7.666756118851481e-12
5120,0.999804725639524,0.9998047256395237,0.9998047256395235,5.552199325298268e-16,2.2208797301193074e-16,4.450096238791579,4.450096238798232,6.653344541973638e-12
5130,0.9998051062171122,0.9998051062171118,0.9998051062171117,4.441757769474993e-16,1.1104394423687482e-16,4.451071753672587,4.451071753680389,7.8017592386459e-12
5140,0.9998054853141417,0.9998054853141414,0.9998054853141413,4.441756085290218e-16,1.1104390213225544e-16,4.452045369000537,4.452045369007373,6.836309296431864e-12
5150,0.9998058629392358,0.9998058629392355,0.9998058629392351,6.662631611468949e-16,3.3313158057344746e-16,4.453017092158788,4.45301709216701,8.22186763116406e-12
5160,0.9998062391009501,0.9998062391009498,0.9998062391009495,6.662629104756317e-16,3.3313145523781586e-16,4.453986930487746,4.453986930495284,7.537970247994963e-12
